prefix,value_label,value_label_split,value
dbpprop,stateOfOrigin,"['state', 'Of', 'Origin']",http://dbpedia.org/property/stateOfOrigin
dbpprop,statePresident,"['state', 'President']",http://dbpedia.org/property/statePresident
dbpprop,stateTitles,"['state', 'Titles']",http://dbpedia.org/property/stateTitles
dbpprop,stateafterlink,['stateafterlink'],http://dbpedia.org/property/stateafterlink
dbpprop,statebefore2link,"['statebefore', 'link']",http://dbpedia.org/property/statebefore2link
dbpprop,statecounsellor,['statecounsellor'],http://dbpedia.org/property/statecounsellor
dbpprop,statement,['statement'],http://dbpedia.org/property/statement
dbpprop,staticAttractions,"['static', 'Attractions']",http://dbpedia.org/property/staticAttractions
dbpprop,stationManager,"['station', 'Manager']",http://dbpedia.org/property/stationManager
dbpprop,statusType,"['status', 'Type']",http://dbpedia.org/property/statusType
dbpprop,stdio,['stdio'],http://dbpedia.org/property/stdio
 , , ,http://dbpedia.org/property/stdt/teacherRatio
dbpprop,steelFabricator,"['steel', 'Fabricator']",http://dbpedia.org/property/steelFabricator
dbpprop,steelersCollege,"['steelers', 'College']",http://dbpedia.org/property/steelersCollege
dbpprop,steelersDraft,"['steelers', 'Draft']",http://dbpedia.org/property/steelersDraft
dbpprop,steelersSince,"['steelers', 'Since']",http://dbpedia.org/property/steelersSince
dbpprop,steeringHeadAngle,"['steering', 'Head', 'Angle']",http://dbpedia.org/property/steeringHeadAngle
dbpprop,steeringType,"['steering', 'Type']",http://dbpedia.org/property/steeringType
dbpprop,stehplätze,"['stehpl', 'tze']",http://dbpedia.org/property/stehplätze
dbpprop,stepChildren,"['step', 'Children']",http://dbpedia.org/property/stepChildren
dbpprop,stepchild,['stepchild'],http://dbpedia.org/property/stepchild
dbpprop,"steubenvilleHighSchool,HardingMiddleSchool,EastGarfieldElementarySchool,PuglieseWestElementarySchool,WellsAcademy","['steubenville', 'High', 'School', 'Harding', 'Middle', 'School', 'East', 'Garfield', 'Elementary', 'School', 'Pugliese', 'West', 'Elementary', 'School', 'Wells', 'Academy']","http://dbpedia.org/property/steubenvilleHighSchool,HardingMiddleSchool,EastGarfieldElementarySchool,PuglieseWestElementarySchool,WellsAcademy"
dbpprop,steuerung,['steuerung'],http://dbpedia.org/property/steuerung
dbpprop,stillphotos,['stillphotos'],http://dbpedia.org/property/stillphotos
dbpprop,stl,['stl'],http://dbpedia.org/property/stl
dbpprop,stockCOde,"['stock', 'C', 'Ode']",http://dbpedia.org/property/stockCOde
dbpprop,stockExtendedLength,"['stock', 'Extended', 'Length']",http://dbpedia.org/property/stockExtendedLength
dbpprop,stockMarketListing,"['stock', 'Market', 'Listing']",http://dbpedia.org/property/stockMarketListing
dbpprop,stocks,['stocks'],http://dbpedia.org/property/stocks
dbpprop,stoiip,['stoiip'],http://dbpedia.org/property/stoiip
dbpprop,storageNote,"['storage', 'Note']",http://dbpedia.org/property/storageNote
dbpprop,storeCount,"['store', 'Count']",http://dbpedia.org/property/storeCount
dbpprop,stormarticle,['stormarticle'],http://dbpedia.org/property/stormarticle
dbpprop,storyAndDialogues,"['story', 'And', 'Dialogues']",http://dbpedia.org/property/storyAndDialogues
dbpprop,storyTimeline,"['story', 'Timeline']",http://dbpedia.org/property/storyTimeline
dbpprop,storyboard,['storyboard'],http://dbpedia.org/property/storyboard
dbpprop,stpos,['stpos'],http://dbpedia.org/property/stpos
dbpprop,stpsFounded,"['stps', 'Founded']",http://dbpedia.org/property/stpsFounded
dbpprop,strahlungsheizfläche,"['strahlungsheizfl', 'che']",http://dbpedia.org/property/strahlungsheizfläche
dbpprop,streEt,"['stre', 'Et']",http://dbpedia.org/property/streEt
dbpprop,streckenklasse,['streckenklasse'],http://dbpedia.org/property/streckenklasse
 , , ,http://dbpedia.org/property/street/suburb
dbpprop,streetLocation,"['street', 'Location']",http://dbpedia.org/property/streetLocation
dbpprop,strikerate,['strikerate'],http://dbpedia.org/property/strikerate
dbpprop,stringcontention,['stringcontention'],http://dbpedia.org/property/stringcontention
dbpprop,structuralEng.,"['structural', 'Eng']",http://dbpedia.org/property/structuralEng.
dbpprop,structuralSteel,"['structural', 'Steel']",http://dbpedia.org/property/structuralSteel
dbpprop,stud,['stud'],http://dbpedia.org/property/stud
dbpprop,student'sWebsite,"['student', 's', 'Website']",http://dbpedia.org/property/student'sWebsite
dbpprop,"student,TeacherRatio","['student', 'Teacher', 'Ratio']","http://dbpedia.org/property/student,TeacherRatio"
dbpprop,studentBodyVicePresident,"['student', 'Body', 'Vice', 'President']",http://dbpedia.org/property/studentBodyVicePresident
dbpprop,studentBudgetCommitteeCoordinator,"['student', 'Budget', 'Committee', 'Coordinator']",http://dbpedia.org/property/studentBudgetCommitteeCoordinator
dbpprop,studentLeadership,"['student', 'Leadership']",http://dbpedia.org/property/studentLeadership
dbpprop,studentLifeCommitteeCoordinator,"['student', 'Life', 'Committee', 'Coordinator']",http://dbpedia.org/property/studentLifeCommitteeCoordinator
dbpprop,studentOfTheMonth,"['student', 'Of', 'The', 'Month']",http://dbpedia.org/property/studentOfTheMonth
dbpprop,studentSite,"['student', 'Site']",http://dbpedia.org/property/studentSite
dbpprop,studentSize,"['student', 'Size']",http://dbpedia.org/property/studentSize
dbpprop,studentTrustee,"['student', 'Trustee']",http://dbpedia.org/property/studentTrustee
dbpprop,studentTrustees,"['student', 'Trustees']",http://dbpedia.org/property/studentTrustees
dbpprop,studentWebsite,"['student', 'Website']",http://dbpedia.org/property/studentWebsite
dbpprop,students'UnionPresident,"['students', 'Union', 'President']",http://dbpedia.org/property/students'UnionPresident
dbpprop,studentsOfColor,"['students', 'Of', 'Color']",http://dbpedia.org/property/studentsOfColor
dbpprop,studentsServed,"['students', 'Served']",http://dbpedia.org/property/studentsServed
dbpprop,studentst,['studentst'],http://dbpedia.org/property/studentst
dbpprop,studiedAt,"['studied', 'At']",http://dbpedia.org/property/studiedAt
dbpprop,studio8w,"['studio', 'w']",http://dbpedia.org/property/studio8w
dbpprop,studyCentres,"['study', 'Centres']",http://dbpedia.org/property/studyCentres
dbpprop,stuff,['stuff'],http://dbpedia.org/property/stuff
dbpprop,stundenleistung,['stundenleistung'],http://dbpedia.org/property/stundenleistung
dbpprop,stuntDouble,"['stunt', 'Double']",http://dbpedia.org/property/stuntDouble
dbpprop,subCompanies,"['sub', 'Companies']",http://dbpedia.org/property/subCompanies
dbpprop,subContractors,"['sub', 'Contractors']",http://dbpedia.org/property/subContractors
dbpprop,subDivisions,"['sub', 'Divisions']",http://dbpedia.org/property/subDivisions
 , , ,http://dbpedia.org/property/subDivisions/Tehsils
dbpprop,subLabels,"['sub', 'Labels']",http://dbpedia.org/property/subLabels
dbpprop,subTaxon,"['sub', 'Taxon']",http://dbpedia.org/property/subTaxon
dbpprop,subcategory,['subcategory'],http://dbpedia.org/property/subcategory
dbpprop,subclassIsauthority,"['subclass', 'Isauthority']",http://dbpedia.org/property/subclassIsauthority
dbpprop,subdiviSionName,"['subdivi', 'Sion', 'Name']",http://dbpedia.org/property/subdiviSionName
dbpprop,subdivisionGtype,"['subdivision', 'Gtype']",http://dbpedia.org/property/subdivisionGtype
dbpprop,subdivisionNme,"['subdivision', 'Nme']",http://dbpedia.org/property/subdivisionNme
dbpprop,subdivisionRegion,"['subdivision', 'Region']",http://dbpedia.org/property/subdivisionRegion
dbpprop,subdivisionTipe,"['subdivision', 'Tipe']",http://dbpedia.org/property/subdivisionTipe
dbpprop,subdivisionTpe,"['subdivision', 'Tpe']",http://dbpedia.org/property/subdivisionTpe
dbpprop,subdivisionType2Mahottari,"['subdivision', 'Type', 'Mahottari']",http://dbpedia.org/property/subdivisionType2Mahottari
dbpprop,subdivisionnType,"['subdivisionn', 'Type']",http://dbpedia.org/property/subdivisionnType
dbpprop,subdivisonName,"['subdivison', 'Name']",http://dbpedia.org/property/subdivisonName
dbpprop,subfamiliaAutorith,"['subfamilia', 'Autorith']",http://dbpedia.org/property/subfamiliaAutorith
dbpprop,subframe,['subframe'],http://dbpedia.org/property/subframe
dbpprop,subid,['subid'],http://dbpedia.org/property/subid
dbpprop,subjectOfBook,"['subject', 'Of', 'Book']",http://dbpedia.org/property/subjectOfBook
dbpprop,subjectsOffered,"['subjects', 'Offered']",http://dbpedia.org/property/subjectsOffered
dbpprop,subsatelliteOf,"['subsatellite', 'Of']",http://dbpedia.org/property/subsatelliteOf
dbpprop,subscription,['subscription'],http://dbpedia.org/property/subscription
dbpprop,subsect,['subsect'],http://dbpedia.org/property/subsect
dbpprop,subsequenthistory,['subsequenthistory'],http://dbpedia.org/property/subsequenthistory
dbpprop,subsi,['subsi'],http://dbpedia.org/property/subsi
dbpprop,subsib,['subsib'],http://dbpedia.org/property/subsib
dbpprop,substations,['substations'],http://dbpedia.org/property/substations
dbpprop,subtittle,['subtittle'],http://dbpedia.org/property/subtittle
dbpprop,succeded,['succeded'],http://dbpedia.org/property/succeded
dbpprop,succededBy,"['succeded', 'By']",http://dbpedia.org/property/succededBy
dbpprop,succeedBy,"['succeed', 'By']",http://dbpedia.org/property/succeedBy
 , , ,http://dbpedia.org/property/successor/currentLeader
dbpprop,successorCompany,"['successor', 'Company']",http://dbpedia.org/property/successorCompany
dbpprop,successorTo,"['successor', 'To']",http://dbpedia.org/property/successorTo
dbpprop,sucessor,['sucessor'],http://dbpedia.org/property/sucessor
dbpprop,sudseats,['sudseats'],http://dbpedia.org/property/sudseats
dbpprop,suffraganDiocese,"['suffragan', 'Diocese']",http://dbpedia.org/property/suffraganDiocese
dbpprop,sufiShrine,"['sufi', 'Shrine']",http://dbpedia.org/property/sufiShrine
dbpprop,suggestedRetailPrice,"['suggested', 'Retail', 'Price']",http://dbpedia.org/property/suggestedRetailPrice
dbpprop,suggestedSource,"['suggested', 'Source']",http://dbpedia.org/property/suggestedSource
dbpprop,suivante,['suivante'],http://dbpedia.org/property/suivante
dbpprop,sunSign,"['sun', 'Sign']",http://dbpedia.org/property/sunSign
dbpprop,suoeermangglhhlhvisionType,"['suoeermangglhhlhvision', 'Type']",http://dbpedia.org/property/suoeermangglhhlhvisionType
dbpprop,super12years,"['super', 'years']",http://dbpedia.org/property/super12years
dbpprop,superRugby,"['super', 'Rugby']",http://dbpedia.org/property/superRugby
dbpprop,superYears,"['super', 'Years']",http://dbpedia.org/property/superYears
dbpprop,supercross,['supercross'],http://dbpedia.org/property/supercross
dbpprop,superheroe,['superheroe'],http://dbpedia.org/property/superheroe
dbpprop,superherp,['superherp'],http://dbpedia.org/property/superherp
dbpprop,superintendentOfSchools,"['superintendent', 'Of', 'Schools']",http://dbpedia.org/property/superintendentOfSchools
dbpprop,"supervisingProducer,hboVersion","['supervising', 'Producer', 'hbo', 'Version']","http://dbpedia.org/property/supervisingProducer,hboVersion"
dbpprop,supplement,['supplement'],http://dbpedia.org/property/supplement
dbpprop,supplementaryFeature,"['supplementary', 'Feature']",http://dbpedia.org/property/supplementaryFeature
dbpprop,supportingActor,"['supporting', 'Actor']",http://dbpedia.org/property/supportingActor
dbpprop,supportingActorFilm,"['supporting', 'Actor', 'Film']",http://dbpedia.org/property/supportingActorFilm
dbpprop,supportingActress,"['supporting', 'Actress']",http://dbpedia.org/property/supportingActress
dbpprop,supportingActressFilm,"['supporting', 'Actress', 'Film']",http://dbpedia.org/property/supportingActressFilm
dbpprop,supportingAlbum,"['supporting', 'Album']",http://dbpedia.org/property/supportingAlbum
dbpprop,supportingCharTeam,"['supporting', 'Char', 'Team']",http://dbpedia.org/property/supportingCharTeam
dbpprop,suppressed,['suppressed'],http://dbpedia.org/property/suppressed
dbpprop,surfaceWaterProduced,"['surface', 'Water', 'Produced']",http://dbpedia.org/property/surfaceWaterProduced
dbpprop,surgeries,['surgeries'],http://dbpedia.org/property/surgeries
dbpprop,suspect,['suspect'],http://dbpedia.org/property/suspect
dbpprop,suspectedCases,"['suspected', 'Cases']",http://dbpedia.org/property/suspectedCases
dbpprop,suspensionFront&Rear,"['suspension', 'Front', 'Rear']",http://dbpedia.org/property/suspensionFront&Rear
dbpprop,svbChan,"['svb', 'Chan']",http://dbpedia.org/property/svbChan
dbpprop,swedishchampion,['swedishchampion'],http://dbpedia.org/property/swedishchampion
dbpprop,sweptAreaSqft,"['swept', 'Area', 'Sqft']",http://dbpedia.org/property/sweptAreaSqft
dbpprop,swimcap,['swimcap'],http://dbpedia.org/property/swimcap
dbpprop,swimleague,['swimleague'],http://dbpedia.org/property/swimleague
dbpprop,swimmername,['swimmername'],http://dbpedia.org/property/swimmername
dbpprop,swingNeeded,"['swing', 'Needed']",http://dbpedia.org/property/swingNeeded
dbpprop,sws,['sws'],http://dbpedia.org/property/sws
dbpprop,sydneyColor,"['sydney', 'Color']",http://dbpedia.org/property/sydneyColor
dbpprop,symbolRate,"['symbol', 'Rate']",http://dbpedia.org/property/symbolRate
dbpprop,synods,['synods'],http://dbpedia.org/property/synods
dbpprop,systemAdministrator,"['system', 'Administrator']",http://dbpedia.org/property/systemAdministrator
dbpprop,systemAffiliation,"['system', 'Affiliation']",http://dbpedia.org/property/systemAffiliation
dbpprop,systemBoard,"['system', 'Board']",http://dbpedia.org/property/systemBoard
dbpprop,systemBus,"['system', 'Bus']",http://dbpedia.org/property/systemBus
dbpprop,systems,['systems'],http://dbpedia.org/property/systems
dbpprop,szgeneGeneid,"['szgene', 'Geneid']",http://dbpedia.org/property/szgeneGeneid
dbpprop,szgenePolyid,"['szgene', 'Polyid']",http://dbpedia.org/property/szgenePolyid
dbpprop,t10a,['a'],http://dbpedia.org/property/t10a
dbpprop,t10d,['d'],http://dbpedia.org/property/t10d
dbpprop,t10f,['f'],http://dbpedia.org/property/t10f
dbpprop,t10high,['high'],http://dbpedia.org/property/t10high
dbpprop,t10l,['l'],http://dbpedia.org/property/t10l
dbpprop,t10low,['low'],http://dbpedia.org/property/t10low
dbpprop,t10played,['played'],http://dbpedia.org/property/t10played
dbpprop,t10r,['r'],http://dbpedia.org/property/t10r
dbpprop,t10total,['total'],http://dbpedia.org/property/t10total
dbpprop,t10w,['w'],http://dbpedia.org/property/t10w
dbpprop,t10y,['y'],http://dbpedia.org/property/t10y
dbpprop,t10yyr,['yyr'],http://dbpedia.org/property/t10yyr
dbpprop,t11high,['high'],http://dbpedia.org/property/t11high
dbpprop,t11low,['low'],http://dbpedia.org/property/t11low
dbpprop,t11played,['played'],http://dbpedia.org/property/t11played
dbpprop,t11r,['r'],http://dbpedia.org/property/t11r
dbpprop,t11total,['total'],http://dbpedia.org/property/t11total
dbpprop,t11y,['y'],http://dbpedia.org/property/t11y
dbpprop,t11yyr,['yyr'],http://dbpedia.org/property/t11yyr
dbpprop,t1a,['a'],http://dbpedia.org/property/t1a
dbpprop,t1d,['d'],http://dbpedia.org/property/t1d
dbpprop,t1f,['f'],http://dbpedia.org/property/t1f
dbpprop,t1l,['l'],http://dbpedia.org/property/t1l
dbpprop,t1w,['w'],http://dbpedia.org/property/t1w
dbpprop,t20debutvenue,['debutvenue'],http://dbpedia.org/property/t20debutvenue
dbpprop,t20debutvs,['debutvs'],http://dbpedia.org/property/t20debutvs
dbpprop,t20debutyr,['debutyr'],http://dbpedia.org/property/t20debutyr
dbpprop,t2a,['a'],http://dbpedia.org/property/t2a
dbpprop,t2d,['d'],http://dbpedia.org/property/t2d
dbpprop,t2f,['f'],http://dbpedia.org/property/t2f
dbpprop,t2l,['l'],http://dbpedia.org/property/t2l
dbpprop,t2w,['w'],http://dbpedia.org/property/t2w
dbpprop,t3a,['a'],http://dbpedia.org/property/t3a
dbpprop,t3d,['d'],http://dbpedia.org/property/t3d
dbpprop,t3f,['f'],http://dbpedia.org/property/t3f
dbpprop,t3l,['l'],http://dbpedia.org/property/t3l
dbpprop,t3w,['w'],http://dbpedia.org/property/t3w
dbpprop,t4a,['a'],http://dbpedia.org/property/t4a
dbpprop,t4d,['d'],http://dbpedia.org/property/t4d
dbpprop,t4f,['f'],http://dbpedia.org/property/t4f
dbpprop,t4l,['l'],http://dbpedia.org/property/t4l
dbpprop,t4w,['w'],http://dbpedia.org/property/t4w
dbpprop,t5a,['a'],http://dbpedia.org/property/t5a
dbpprop,t5d,['d'],http://dbpedia.org/property/t5d
dbpprop,t5f,['f'],http://dbpedia.org/property/t5f
dbpprop,t5l,['l'],http://dbpedia.org/property/t5l
dbpprop,t5w,['w'],http://dbpedia.org/property/t5w
dbpprop,t6a,['a'],http://dbpedia.org/property/t6a
dbpprop,t6d,['d'],http://dbpedia.org/property/t6d
dbpprop,t6f,['f'],http://dbpedia.org/property/t6f
dbpprop,t6l,['l'],http://dbpedia.org/property/t6l
dbpprop,t6w,['w'],http://dbpedia.org/property/t6w
dbpprop,t7a,['a'],http://dbpedia.org/property/t7a
dbpprop,t7d,['d'],http://dbpedia.org/property/t7d
dbpprop,t7f,['f'],http://dbpedia.org/property/t7f
dbpprop,t7l,['l'],http://dbpedia.org/property/t7l
dbpprop,t7w,['w'],http://dbpedia.org/property/t7w
dbpprop,t8a,['a'],http://dbpedia.org/property/t8a
dbpprop,t8d,['d'],http://dbpedia.org/property/t8d
dbpprop,t8f,['f'],http://dbpedia.org/property/t8f
dbpprop,t8l,['l'],http://dbpedia.org/property/t8l
dbpprop,t8w,['w'],http://dbpedia.org/property/t8w
dbpprop,t9a,['a'],http://dbpedia.org/property/t9a
dbpprop,t9d,['d'],http://dbpedia.org/property/t9d
dbpprop,t9f,['f'],http://dbpedia.org/property/t9f
dbpprop,t9high,['high'],http://dbpedia.org/property/t9high
dbpprop,t9l,['l'],http://dbpedia.org/property/t9l
dbpprop,t9low,['low'],http://dbpedia.org/property/t9low
dbpprop,t9played,['played'],http://dbpedia.org/property/t9played
dbpprop,t9r,['r'],http://dbpedia.org/property/t9r
dbpprop,t9total,['total'],http://dbpedia.org/property/t9total
dbpprop,t9w,['w'],http://dbpedia.org/property/t9w
dbpprop,t9y,['y'],http://dbpedia.org/property/t9y
dbpprop,t9yyr,['yyr'],http://dbpedia.org/property/t9yyr
dbpprop,tConj,"['t', 'Conj']",http://dbpedia.org/property/tConj
dbpprop,tEclipse,"['t', 'Eclipse']",http://dbpedia.org/property/tEclipse
dbpprop,tPerin,"['t', 'Perin']",http://dbpedia.org/property/tPerin
dbpprop,tacticals,['tacticals'],http://dbpedia.org/property/tacticals
dbpprop,taglineb,['taglineb'],http://dbpedia.org/property/taglineb
dbpprop,taiwanFilmCriticsSocietyAwards,"['taiwan', 'Film', 'Critics', 'Society', 'Awards']",http://dbpedia.org/property/taiwanFilmCriticsSocietyAwards
dbpprop,takeOffDistance,"['take', 'Off', 'Distance']",http://dbpedia.org/property/takeOffDistance
dbpprop,takeOffDistanceOver50FtFt,"['take', 'Off', 'Distance', 'Over', 'Ft', 'Ft']",http://dbpedia.org/property/takeOffDistanceOver50FtFt
dbpprop,takeOffDistanceOver50FtM,"['take', 'Off', 'Distance', 'Over', 'Ft', 'M']",http://dbpedia.org/property/takeOffDistanceOver50FtM
dbpprop,talkShow,"['talk', 'Show']",http://dbpedia.org/property/talkShow
dbpprop,talkTime,"['talk', 'Time']",http://dbpedia.org/property/talkTime
dbpprop,tamañoDeImagen,"['tama', 'o', 'De', 'Imagen']",http://dbpedia.org/property/tamañoDeImagen
dbpprop,tankCapacity,"['tank', 'Capacity']",http://dbpedia.org/property/tankCapacity
dbpprop,tanker,['tanker'],http://dbpedia.org/property/tanker
dbpprop,tanks,['tanks'],http://dbpedia.org/property/tanks
dbpprop,targetDate,"['target', 'Date']",http://dbpedia.org/property/targetDate
dbpprop,taxPaid,"['tax', 'Paid']",http://dbpedia.org/property/taxPaid
dbpprop,tbdShirtsupplier,"['tbd', 'Shirtsupplier']",http://dbpedia.org/property/tbdShirtsupplier
dbpprop,tborderBcolor,"['tborder', 'Bcolor']",http://dbpedia.org/property/tborderBcolor
dbpprop,tbseed,['tbseed'],http://dbpedia.org/property/tbseed
dbpprop,tclass,['tclass'],http://dbpedia.org/property/tclass
dbpprop,tcountry,['tcountry'],http://dbpedia.org/property/tcountry
dbpprop,teacher(s),['teacher'],http://dbpedia.org/property/teacher(s)
dbpprop,teachers&Officers,"['teachers', 'Officers']",http://dbpedia.org/property/teachers&Officers
dbpprop,teachingPastor,"['teaching', 'Pastor']",http://dbpedia.org/property/teachingPastor
dbpprop,team10Abbrev,"['team', 'Abbrev']",http://dbpedia.org/property/team10Abbrev
dbpprop,team1Alt,"['team', 'Alt']",http://dbpedia.org/property/team1Alt
dbpprop,team1Athletics,"['team', 'Athletics']",http://dbpedia.org/property/team1Athletics
dbpprop,team1Badminton,"['team', 'Badminton']",http://dbpedia.org/property/team1Badminton
dbpprop,team1Baseball,"['team', 'Baseball']",http://dbpedia.org/property/team1Baseball
dbpprop,team1Basketball,"['team', 'Basketball']",http://dbpedia.org/property/team1Basketball
dbpprop,team1Beachvolley,"['team', 'Beachvolley']",http://dbpedia.org/property/team1Beachvolley
dbpprop,team1Chess,"['team', 'Chess']",http://dbpedia.org/property/team1Chess
dbpprop,team1Fencing,"['team', 'Fencing']",http://dbpedia.org/property/team1Fencing
dbpprop,team1Football,"['team', 'Football']",http://dbpedia.org/property/team1Football
dbpprop,team1Judo,"['team', 'Judo']",http://dbpedia.org/property/team1Judo
dbpprop,team1Softball,"['team', 'Softball']",http://dbpedia.org/property/team1Softball
dbpprop,team1Swimming,"['team', 'Swimming']",http://dbpedia.org/property/team1Swimming
dbpprop,team1Tabletennis,"['team', 'Tabletennis']",http://dbpedia.org/property/team1Tabletennis
dbpprop,team1Taekwondo,"['team', 'Taekwondo']",http://dbpedia.org/property/team1Taekwondo
dbpprop,team1Tennis,"['team', 'Tennis']",http://dbpedia.org/property/team1Tennis
dbpprop,team1Volleyball,"['team', 'Volleyball']",http://dbpedia.org/property/team1Volleyball
dbpprop,team1sp,"['team', 'sp']",http://dbpedia.org/property/team1sp
dbpprop,team1total,"['team', 'total']",http://dbpedia.org/property/team1total
dbpprop,team2Athletics,"['team', 'Athletics']",http://dbpedia.org/property/team2Athletics
dbpprop,team2Badminton,"['team', 'Badminton']",http://dbpedia.org/property/team2Badminton
dbpprop,team2Baseball,"['team', 'Baseball']",http://dbpedia.org/property/team2Baseball
dbpprop,team2Basketball,"['team', 'Basketball']",http://dbpedia.org/property/team2Basketball
dbpprop,team2Beachvolley,"['team', 'Beachvolley']",http://dbpedia.org/property/team2Beachvolley
dbpprop,team2Chess,"['team', 'Chess']",http://dbpedia.org/property/team2Chess
dbpprop,team2Fencing,"['team', 'Fencing']",http://dbpedia.org/property/team2Fencing
dbpprop,team2Football,"['team', 'Football']",http://dbpedia.org/property/team2Football
dbpprop,team2Judo,"['team', 'Judo']",http://dbpedia.org/property/team2Judo
dbpprop,team2Softball,"['team', 'Softball']",http://dbpedia.org/property/team2Softball
dbpprop,team2Swimming,"['team', 'Swimming']",http://dbpedia.org/property/team2Swimming
dbpprop,team2Tabletennis,"['team', 'Tabletennis']",http://dbpedia.org/property/team2Tabletennis
dbpprop,team2Taekwondo,"['team', 'Taekwondo']",http://dbpedia.org/property/team2Taekwondo
dbpprop,team2Tennis,"['team', 'Tennis']",http://dbpedia.org/property/team2Tennis
dbpprop,team2Volleyball,"['team', 'Volleyball']",http://dbpedia.org/property/team2Volleyball
dbpprop,team2total,"['team', 'total']",http://dbpedia.org/property/team2total
dbpprop,team3Athletics,"['team', 'Athletics']",http://dbpedia.org/property/team3Athletics
dbpprop,team3Badminton,"['team', 'Badminton']",http://dbpedia.org/property/team3Badminton
dbpprop,team3Baseball,"['team', 'Baseball']",http://dbpedia.org/property/team3Baseball
dbpprop,team3Basketball,"['team', 'Basketball']",http://dbpedia.org/property/team3Basketball
dbpprop,team3Beachvolley,"['team', 'Beachvolley']",http://dbpedia.org/property/team3Beachvolley
dbpprop,team3Chess,"['team', 'Chess']",http://dbpedia.org/property/team3Chess
dbpprop,team3Fencing,"['team', 'Fencing']",http://dbpedia.org/property/team3Fencing
dbpprop,team3Football,"['team', 'Football']",http://dbpedia.org/property/team3Football
dbpprop,team3Judo,"['team', 'Judo']",http://dbpedia.org/property/team3Judo
dbpprop,team3Short,"['team', 'Short']",http://dbpedia.org/property/team3Short
dbpprop,team3Swimming,"['team', 'Swimming']",http://dbpedia.org/property/team3Swimming
dbpprop,team3Tabletennis,"['team', 'Tabletennis']",http://dbpedia.org/property/team3Tabletennis
dbpprop,team3Taekwondo,"['team', 'Taekwondo']",http://dbpedia.org/property/team3Taekwondo
dbpprop,team3Tennis,"['team', 'Tennis']",http://dbpedia.org/property/team3Tennis
dbpprop,team3Total,"['team', 'Total']",http://dbpedia.org/property/team3Total
dbpprop,team3Volleyball,"['team', 'Volleyball']",http://dbpedia.org/property/team3Volleyball
dbpprop,team3score,"['team', 'score']",http://dbpedia.org/property/team3score
dbpprop,team4Athletics,"['team', 'Athletics']",http://dbpedia.org/property/team4Athletics
dbpprop,team4Badminton,"['team', 'Badminton']",http://dbpedia.org/property/team4Badminton
dbpprop,team4Baseball,"['team', 'Baseball']",http://dbpedia.org/property/team4Baseball
dbpprop,team4Basketball,"['team', 'Basketball']",http://dbpedia.org/property/team4Basketball
dbpprop,team4Beachvolley,"['team', 'Beachvolley']",http://dbpedia.org/property/team4Beachvolley
dbpprop,team4Chess,"['team', 'Chess']",http://dbpedia.org/property/team4Chess
dbpprop,team4Fencing,"['team', 'Fencing']",http://dbpedia.org/property/team4Fencing
dbpprop,team4Football,"['team', 'Football']",http://dbpedia.org/property/team4Football
dbpprop,team4Judo,"['team', 'Judo']",http://dbpedia.org/property/team4Judo
dbpprop,team4Short,"['team', 'Short']",http://dbpedia.org/property/team4Short
dbpprop,team4Softball,"['team', 'Softball']",http://dbpedia.org/property/team4Softball
dbpprop,team4Swimming,"['team', 'Swimming']",http://dbpedia.org/property/team4Swimming
dbpprop,team4Tabletennis,"['team', 'Tabletennis']",http://dbpedia.org/property/team4Tabletennis
dbpprop,team4Taekwondo,"['team', 'Taekwondo']",http://dbpedia.org/property/team4Taekwondo
dbpprop,team4Tennis,"['team', 'Tennis']",http://dbpedia.org/property/team4Tennis
dbpprop,team4Total,"['team', 'Total']",http://dbpedia.org/property/team4Total
dbpprop,team4Volleyball,"['team', 'Volleyball']",http://dbpedia.org/property/team4Volleyball
dbpprop,team5Athletics,"['team', 'Athletics']",http://dbpedia.org/property/team5Athletics
dbpprop,team5Badminton,"['team', 'Badminton']",http://dbpedia.org/property/team5Badminton
dbpprop,team5Basketball,"['team', 'Basketball']",http://dbpedia.org/property/team5Basketball
dbpprop,team5Beachvolley,"['team', 'Beachvolley']",http://dbpedia.org/property/team5Beachvolley
dbpprop,team5Chess,"['team', 'Chess']",http://dbpedia.org/property/team5Chess
dbpprop,team5Fencing,"['team', 'Fencing']",http://dbpedia.org/property/team5Fencing
dbpprop,team5Football,"['team', 'Football']",http://dbpedia.org/property/team5Football
dbpprop,team5Judo,"['team', 'Judo']",http://dbpedia.org/property/team5Judo
dbpprop,team5Short,"['team', 'Short']",http://dbpedia.org/property/team5Short
dbpprop,team5Softball,"['team', 'Softball']",http://dbpedia.org/property/team5Softball
dbpprop,team5Swimming,"['team', 'Swimming']",http://dbpedia.org/property/team5Swimming
dbpprop,team5Tabletennis,"['team', 'Tabletennis']",http://dbpedia.org/property/team5Tabletennis
dbpprop,team5Taekwondo,"['team', 'Taekwondo']",http://dbpedia.org/property/team5Taekwondo
dbpprop,team5Tennis,"['team', 'Tennis']",http://dbpedia.org/property/team5Tennis
dbpprop,team5Total,"['team', 'Total']",http://dbpedia.org/property/team5Total
dbpprop,team5Volleyball,"['team', 'Volleyball']",http://dbpedia.org/property/team5Volleyball
dbpprop,team6Athletics,"['team', 'Athletics']",http://dbpedia.org/property/team6Athletics
dbpprop,team6Badminton,"['team', 'Badminton']",http://dbpedia.org/property/team6Badminton
